CART_NUMBER,CSTM_NUMBER,PRODUCT_ID,CART_DATE,QUANTITY,KARAT_CODE
CRT-00679,CSTM-01650,PROD-S00003,2025-07-28 13:50:15,2,18K
CRT-00680,CSTM-01542,PROD-E00005,2025-07-15 06:20:15,3,24K
CRT-00681,CSTM-01748,PROD-G00004,2025-07-14 07:20:15,2,24K
CRT-00682,CSTM-01290,PROD-N00010,2025-06-29 02:20:15,2,24K
CRT-00683,CSTM-00030,PROD-S00004,2025-07-10 19:20:15,3,14K
CRT-00684,CSTM-01633,PROD-S00007,2025-07-05 14:20:15,3,14K
CRT-00685,CSTM-00489,PROD-R00003,2025-07-10 06:20:15,1,24K
CRT-00686,CSTM-01258,PROD-R00002,2025-07-07 09:20:15,1,14K
CRT-00687,CSTM-01418,PROD-S00004,2025-07-17 17:20:15,3,24K
CRT-00688,CSTM-00303,PROD-G00001,2025-07-13 14:20:15,3,14K
CRT-00689,CSTM-00559,PROD-R00001,2025-07-03 18:20:15,1,18K
CRT-00690,CSTM-00614,PROD-E00006,2025-07-28 13:26:15,3,18K
CRT-00691,CSTM-01276,PROD-R00010,2025-07-09 15:20:15,3,24K
CRT-00692,CSTM-01574,PROD-E00003,2025-07-11 15:20:15,1,14K
CRT-00693,CSTM-01166,PROD-R00004,2025-07-18 16:20:15,3,14K
CRT-00694,CSTM-01342,PROD-R00005,2025-07-17 21:20:15,1,18K
CRT-00695,CSTM-00420,PROD-E00011,2025-07-08 09:20:15,3,14K
CRT-00696,CSTM-01506,PROD-E00006,2025-07-08 13:20:15,3,18K
CRT-00697,CSTM-01077,PROD-S00001,2025-07-28 13:54:15,1,24K
CRT-00698,CSTM-00714,PROD-N00001,2025-07-27 17:20:15,2,14K
CRT-00699,CSTM-01833,PROD-S00003,2025-07-03 17:20:15,1,24K
CRT-00700,CSTM-01130,PROD-E00001,2025-07-03 23:20:15,1,18K
CRT-00701,CSTM-01082,PROD-E00001,2025-06-29 12:20:15,2,14K
CRT-00702,CSTM-00169,PROD-R00009,2025-07-28 13:27:15,1,14K
CRT-00703,CSTM-01046,PROD-R00002,2025-07-22 15:20:15,1,24K
CRT-00704,CSTM-00504,PROD-N00001,2025-07-02 09:20:15,2,18K
CRT-00705,CSTM-00383,PROD-E00006,2025-07-14 07:20:15,2,18K
CRT-00706,CSTM-00673,PROD-N00004,2025-07-28 13:49:15,3,14K
CRT-00707,CSTM-00678,PROD-N00001,2025-07-22 23:20:15,1,14K
CRT-00708,CSTM-00264,PROD-N00006,2025-07-28 13:29:15,3,18K
CRT-00709,CSTM-01144,PROD-N00008,2025-07-01 13:20:15,1,24K
CRT-00710,CSTM-01488,PROD-R00010,2025-07-02 14:20:15,3,14K
CRT-00711,CSTM-00243,PROD-E00007,2025-07-13 22:20:15,2,18K
CRT-00712,CSTM-00477,PROD-E00005,2025-06-28 20:20:15,2,18K
CRT-00713,CSTM-01405,PROD-E00001,2025-07-28 13:54:15,2,14K
CRT-00714,CSTM-01268,PROD-E00003,2025-07-28 14:11:15,2,18K
CRT-00715,CSTM-01609,PROD-S00007,2025-07-21 04:20:15,2,24K
CRT-00716,CSTM-00595,PROD-N00004,2025-07-06 08:20:15,3,18K
CRT-00717,CSTM-00291,PROD-S00005,2025-07-01 12:20:15,2,14K
CRT-00718,CSTM-01644,PROD-E00003,2025-07-20 07:20:15,2,14K
CRT-00719,CSTM-00437,PROD-R00010,2025-07-05 13:20:15,2,18K
CRT-00720,CSTM-01234,PROD-N00004,2025-07-19 23:20:15,1,14K
CRT-00721,CSTM-01579,PROD-R00002,2025-07-05 23:20:15,3,24K
CRT-00722,CSTM-01672,PROD-N00010,2025-07-10 17:20:15,2,18K
CRT-00723,CSTM-01040,PROD-G00003,2025-07-28 13:43:15,3,18K
CRT-00724,CSTM-00335,PROD-E00003,2025-07-01 05:20:15,2,14K
CRT-00725,CSTM-01071,PROD-N00010,2025-07-03 16:20:15,1,18K
CRT-00726,CSTM-00360,PROD-G00004,2025-07-28 13:39:15,3,24K
CRT-00727,CSTM-00402,PROD-R00007,2025-07-28 13:53:15,2,18K
CRT-00728,CSTM-00691,PROD-E00006,2025-07-16 01:20:15,2,18K
CRT-00729,CSTM-01035,PROD-N00007,2025-07-02 07:20:15,1,18K
CRT-00730,CSTM-01309,PROD-E00002,2025-07-03 12:20:15,3,14K
CRT-00731,CSTM-00635,PROD-N00005,2025-07-06 02:20:15,1,18K
CRT-00732,CSTM-00589,PROD-S00008,2025-07-23 09:20:15,2,14K
CRT-00733,CSTM-01765,PROD-G00002,2025-07-25 06:20:15,2,14K
CRT-00734,CSTM-00346,PROD-N00012,2025-07-28 13:24:15,1,24K
CRT-00735,CSTM-01099,PROD-S00005,2025-07-21 19:20:15,2,24K
CRT-00736,CSTM-01147,PROD-R00004,2025-07-28 13:48:15,3,14K
CRT-00737,CSTM-01191,PROD-G00003,2025-07-28 14:17:15,3,24K
CRT-00738,CSTM-01823,PROD-E00011,2025-06-30 09:20:15,2,14K
CRT-00739,CSTM-01434,PROD-S00007,2025-07-20 21:20:15,2,14K
CRT-00740,CSTM-00908,PROD-R00006,2025-07-11 09:20:15,3,18K
CRT-00741,CSTM-00737,PROD-N00004,2025-07-15 13:20:15,2,14K
CRT-00742,CSTM-01562,PROD-R00009,2025-07-08 13:20:15,2,14K
CRT-00743,CSTM-00287,PROD-S00005,2025-07-22 07:20:15,1,14K
CRT-00744,CSTM-01471,PROD-G00002,2025-07-26 09:20:15,3,18K
CRT-00745,CSTM-01805,PROD-R00004,2025-07-06 12:20:15,3,18K
CRT-00746,CSTM-01821,PROD-E00003,2025-07-06 14:20:15,3,24K
CRT-00747,CSTM-01413,PROD-E00010,2025-07-24 21:20:15,1,24K
CRT-00748,CSTM-01080,PROD-N00007,2025-07-21 05:20:15,2,14K
CRT-00749,CSTM-01222,PROD-G00001,2025-07-19 01:20:15,2,18K
CRT-00750,CSTM-01379,PROD-S00001,2025-07-13 08:20:15,1,14K
CRT-00751,CSTM-01777,PROD-N00001,2025-07-19 17:20:15,2,24K
CRT-00752,CSTM-00206,PROD-N00010,2025-07-20 22:20:15,1,18K
CRT-00753,CSTM-01402,PROD-N00010,2025-07-28 13:49:15,3,14K
CRT-00754,CSTM-00972,PROD-E00007,2025-07-21 18:20:15,2,24K
CRT-00755,CSTM-00755,PROD-R00008,2025-07-17 06:20:15,3,18K
CRT-00756,CSTM-01304,PROD-G00002,2025-07-11 05:20:15,3,18K
CRT-00757,CSTM-00617,PROD-N00006,2025-07-13 13:20:15,2,24K
CRT-00758,CSTM-01612,PROD-S00006,2025-07-13 20:20:15,1,18K
CRT-00759,CSTM-00192,PROD-S00003,2025-07-28 14:16:15,2,18K
CRT-00760,CSTM-01439,PROD-N00005,2025-07-07 12:20:15,1,14K
CRT-00761,CSTM-00775,PROD-N00008,2025-07-03 13:20:15,2,14K
CRT-00762,CSTM-00715,PROD-N00009,2025-07-25 02:20:15,2,18K
CRT-00763,CSTM-01593,PROD-S00005,2025-07-10 13:20:15,2,14K
CRT-00764,CSTM-01320,PROD-S00003,2025-07-11 10:20:15,3,14K
CRT-00765,CSTM-00405,PROD-E00009,2025-07-18 08:20:15,3,24K
CRT-00766,CSTM-01169,PROD-S00005,2025-07-28 14:12:15,1,18K
CRT-00767,CSTM-00875,PROD-S00006,2025-07-21 10:20:15,3,18K
CRT-00768,CSTM-01348,PROD-E00012,2025-07-06 22:20:15,2,14K
CRT-00769,CSTM-01668,PROD-R00006,2025-07-17 23:20:15,1,14K
CRT-00770,CSTM-01590,PROD-R00009,2025-07-28 13:39:15,1,14K
CRT-00771,CSTM-00735,PROD-G00001,2025-07-24 19:20:15,1,24K
CRT-00772,CSTM-00817,PROD-N00012,2025-07-23 20:20:15,2,24K
CRT-00773,CSTM-00384,PROD-G00002,2025-07-23 17:20:15,1,18K
CRT-00774,CSTM-00288,PROD-N00008,2025-07-20 15:20:15,1,14K
CRT-00775,CSTM-01044,PROD-N00009,2025-07-26 13:20:15,1,24K
CRT-00776,CSTM-01549,PROD-E00003,2025-07-19 01:20:15,2,14K
CRT-00777,CSTM-00349,PROD-R00006,2025-07-11 19:20:15,3,24K
CRT-00778,CSTM-00219,PROD-S00005,2025-07-22 22:20:15,3,24K
CRT-00779,CSTM-00110,PROD-E00005,2025-07-02 01:20:15,3,24K
CRT-00780,CSTM-01173,PROD-E00004,2025-06-28 17:20:15,3,18K
CRT-00781,CSTM-00032,PROD-E00008,2025-07-28 13:49:15,2,14K
CRT-00782,CSTM-00230,PROD-N00003,2025-07-28 14:13:15,3,14K
CRT-00783,CSTM-01429,PROD-S00008,2025-07-06 09:20:15,3,14K
CRT-00784,CSTM-00799,PROD-E00004,2025-07-28 13:25:15,2,24K
CRT-00785,CSTM-00217,PROD-G00005,2025-07-23 06:20:15,2,24K
CRT-00786,CSTM-00513,PROD-R00008,2025-07-02 13:20:15,2,14K
CRT-00787,CSTM-01183,PROD-G00002,2025-07-19 03:20:15,2,18K
CRT-00788,CSTM-00039,PROD-R00001,2025-06-28 21:20:15,2,14K
CRT-00789,CSTM-00406,PROD-R00009,2025-07-16 22:20:15,1,24K
CRT-00790,CSTM-01749,PROD-G00004,2025-07-02 12:20:15,2,14K
CRT-00791,CSTM-00630,PROD-R00002,2025-07-20 15:20:15,3,14K
CRT-00792,CSTM-00350,PROD-R00004,2025-07-20 06:20:15,1,14K
CRT-00793,CSTM-00501,PROD-N00006,2025-07-20 07:20:15,3,14K
CRT-00794,CSTM-00548,PROD-R00010,2025-07-12 15:20:15,3,18K
CRT-00795,CSTM-01021,PROD-N00001,2025-07-12 17:20:15,3,14K
CRT-00796,CSTM-01678,PROD-E00009,2025-07-24 05:20:15,1,14K
CRT-00797,CSTM-01294,PROD-N00011,2025-07-06 10:20:15,2,14K
CRT-00798,CSTM-00627,PROD-E00011,2025-07-10 13:20:15,3,24K
CRT-00799,CSTM-00220,PROD-N00006,2025-07-27 23:20:15,1,14K
CRT-00800,CSTM-00185,PROD-N00007,2025-07-28 13:28:15,2,14K
CRT-00801,CSTM-00382,PROD-E00011,2025-07-25 10:20:15,3,18K
CRT-00802,CSTM-00275,PROD-N00005,2025-07-28 13:29:15,1,18K
CRT-00803,CSTM-00337,PROD-E00006,2025-07-02 20:20:15,1,18K
CRT-00804,CSTM-00986,PROD-E00006,2025-07-21 23:20:15,3,14K
CRT-00805,CSTM-01674,PROD-R00003,2025-07-27 04:20:15,2,14K
CRT-00806,CSTM-01136,PROD-N00001,2025-07-28 13:32:15,2,24K
CRT-00807,CSTM-00448,PROD-E00001,2025-07-05 12:20:15,1,14K
CRT-00808,CSTM-00888,PROD-R00004,2025-07-21 02:20:15,2,24K
CRT-00809,CSTM-01746,PROD-N00001,2025-07-09 07:20:15,2,24K
CRT-00810,CSTM-00566,PROD-E00009,2025-07-14 18:20:15,3,24K
CRT-00811,CSTM-01175,PROD-R00007,2025-07-20 17:20:15,3,14K
CRT-00812,CSTM-00109,PROD-E00011,2025-07-19 19:20:15,2,24K
CRT-00813,CSTM-00800,PROD-E00002,2025-07-28 13:56:15,3,24K
CRT-00814,CSTM-01726,PROD-E00004,2025-07-17 14:20:15,2,24K
CRT-00815,CSTM-00654,PROD-S00006,2025-07-17 09:20:15,3,24K
CRT-00816,CSTM-00437,PROD-R00002,2025-06-29 19:20:15,2,18K
CRT-00817,CSTM-01283,PROD-N00005,2025-07-28 13:36:15,1,18K
CRT-00818,CSTM-00263,PROD-N00006,2025-07-28 13:44:15,3,14K
CRT-00819,CSTM-01867,PROD-R00009,2025-07-10 23:20:15,3,24K
CRT-00820,CSTM-01527,PROD-N00009,2025-07-01 11:20:15,1,18K
CRT-00821,CSTM-00223,PROD-E00008,2025-07-14 01:20:15,2,18K
CRT-00822,CSTM-01690,PROD-R00002,2025-07-09 14:20:15,2,24K
CRT-00823,CSTM-00781,PROD-R00002,2025-07-28 14:16:15,2,18K
CRT-00824,CSTM-01597,PROD-E00002,2025-06-30 22:20:15,2,24K
CRT-00825,CSTM-00227,PROD-R00009,2025-07-06 09:20:15,2,18K
CRT-00826,CSTM-00212,PROD-E00001,2025-07-28 14:08:15,3,14K
CRT-00827,CSTM-00225,PROD-E00007,2025-07-20 14:20:15,3,24K
CRT-00828,CSTM-01030,PROD-G00001,2025-07-10 17:20:15,3,14K
CRT-00829,CSTM-01750,PROD-S00007,2025-07-01 20:20:15,3,24K
CRT-00830,CSTM-00977,PROD-E00003,2025-07-28 13:39:15,1,14K
CRT-00831,CSTM-01778,PROD-E00006,2025-07-08 10:20:15,3,14K
CRT-00832,CSTM-00336,PROD-R00004,2025-07-10 20:20:15,3,24K
CRT-00833,CSTM-01831,PROD-E00009,2025-06-29 20:20:15,1,14K
CRT-00834,CSTM-00431,PROD-E00011,2025-07-12 07:20:15,3,18K
CRT-00835,CSTM-01286,PROD-R00010,2025-06-30 18:20:15,2,24K
CRT-00836,CSTM-00975,PROD-N00005,2025-07-21 13:20:15,1,24K
CRT-00837,CSTM-00544,PROD-N00002,2025-07-19 02:20:15,2,18K
CRT-00838,CSTM-00494,PROD-R00001,2025-07-16 01:20:15,2,24K
CRT-00839,CSTM-01316,PROD-E00003,2025-06-29 23:20:15,2,18K
CRT-00840,CSTM-00439,PROD-N00006,2025-07-14 00:20:15,3,14K
CRT-00841,CSTM-00405,PROD-N00010,2025-07-28 13:40:15,1,24K
CRT-00842,CSTM-01840,PROD-G00002,2025-07-18 19:20:15,3,18K
CRT-00843,CSTM-01418,PROD-S00006,2025-07-20 20:20:15,3,14K
CRT-00844,CSTM-00514,PROD-E00002,2025-07-11 06:20:15,2,18K
CRT-00845,CSTM-01347,PROD-S00003,2025-07-18 10:20:15,2,24K
CRT-00846,CSTM-01602,PROD-E00012,2025-07-28 14:13:15,3,24K
CRT-00847,CSTM-01633,PROD-E00003,2025-07-17 01:20:15,2,14K
CRT-00848,CSTM-00312,PROD-E00009,2025-07-11 08:20:15,3,24K
CRT-00849,CSTM-01510,PROD-S00004,2025-07-24 15:20:15,3,18K
CRT-00850,CSTM-01055,PROD-G00002,2025-07-16 15:20:15,1,24K
CRT-00851,CSTM-01867,PROD-E00003,2025-07-28 13:34:15,3,14K
CRT-00852,CSTM-01679,PROD-N00003,2025-07-23 10:20:15,2,18K
CRT-00853,CSTM-01715,PROD-S00005,2025-07-15 12:20:15,3,18K
CRT-00854,CSTM-01212,PROD-R00001,2025-07-08 19:20:15,2,18K
CRT-00855,CSTM-01289,PROD-G00003,2025-07-26 22:20:15,2,24K
CRT-00856,CSTM-00198,PROD-R00001,2025-07-17 13:20:15,2,14K
CRT-00857,CSTM-01267,PROD-S00002,2025-07-24 04:20:15,2,14K
CRT-00858,CSTM-01336,PROD-G00002,2025-07-28 13:45:15,1,24K
CRT-00859,CSTM-00056,PROD-S00006,2025-07-13 19:20:15,2,14K
CRT-00860,CSTM-00633,PROD-N00001,2025-07-02 09:20:15,1,14K
CRT-00861,CSTM-00001,PROD-R00010,2025-07-05 00:20:15,2,14K
CRT-00862,CSTM-00372,PROD-G00004,2025-07-24 15:20:15,3,24K
CRT-00863,CSTM-00106,PROD-R00002,2025-07-18 17:20:15,3,24K
CRT-00864,CSTM-01637,PROD-G00003,2025-07-20 07:20:15,2,24K
CRT-00865,CSTM-00242,PROD-R00008,2025-07-12 10:20:15,1,24K
CRT-00866,CSTM-00569,PROD-S00008,2025-07-07 08:20:15,2,24K
CRT-00867,CSTM-01405,PROD-R00006,2025-07-28 13:29:15,1,18K
CRT-00868,CSTM-01207,PROD-R00007,2025-07-07 17:20:15,1,18K
CRT-00869,CSTM-01761,PROD-N00006,2025-07-20 01:20:15,3,18K
CRT-00870,CSTM-01245,PROD-N00007,2025-07-12 18:20:15,1,24K
CRT-00871,CSTM-00596,PROD-N00008,2025-07-07 06:20:15,3,14K
CRT-00872,CSTM-01530,PROD-N00011,2025-07-10 11:20:15,1,14K
CRT-00873,CSTM-01374,PROD-E00003,2025-07-21 13:20:15,2,14K
CRT-00874,CSTM-01258,PROD-N00001,2025-07-14 02:20:15,3,14K
CRT-00875,CSTM-01662,PROD-E00003,2025-07-10 21:20:15,2,24K
CRT-00876,CSTM-01082,PROD-S00003,2025-07-06 09:20:15,2,14K
CRT-00877,CSTM-01141,PROD-S00008,2025-07-13 15:20:15,3,24K
CRT-00878,CSTM-00954,PROD-G00004,2025-07-01 15:20:15,2,24K
CRT-00879,CSTM-01748,PROD-G00004,2025-07-09 09:20:15,3,18K
CRT-00880,CSTM-01796,PROD-S00007,2025-06-29 16:20:15,2,18K
CRT-00881,CSTM-00578,PROD-S00003,2025-07-10 13:20:15,1,24K
CRT-00882,CSTM-01416,PROD-E00005,2025-07-01 20:20:15,3,14K
CRT-00883,CSTM-00683,PROD-G00003,2025-07-06 19:20:15,3,18K
CRT-00884,CSTM-01606,PROD-N00009,2025-07-07 00:20:15,2,14K
CRT-00885,CSTM-00065,PROD-G00005,2025-07-23 00:20:15,2,14K
CRT-00886,CSTM-01061,PROD-E00012,2025-07-21 05:20:15,2,18K
CRT-00887,CSTM-00139,PROD-R00005,2025-07-25 03:20:15,3,24K
CRT-00888,CSTM-01209,PROD-E00010,2025-07-18 16:20:15,1,24K
CRT-00889,CSTM-00922,PROD-E00007,2025-07-17 22:20:15,3,14K
CRT-00890,CSTM-00077,PROD-G00002,2025-07-28 14:01:15,3,18K
CRT-00891,CSTM-00937,PROD-N00005,2025-07-24 05:20:15,1,18K
CRT-00892,CSTM-00918,PROD-G00003,2025-07-25 07:20:15,3,14K
CRT-00893,CSTM-00438,PROD-E00006,2025-07-28 13:29:15,3,14K
CRT-00894,CSTM-00700,PROD-N00008,2025-07-26 14:20:15,3,18K
CRT-00895,CSTM-00522,PROD-E00009,2025-07-07 06:20:15,2,18K
CRT-00896,CSTM-00179,PROD-N00001,2025-07-25 13:20:15,3,14K
CRT-00897,CSTM-00106,PROD-N00008,2025-07-15 07:20:15,3,18K
CRT-00898,CSTM-01326,PROD-E00007,2025-07-28 14:08:15,2,24K
CRT-00899,CSTM-01238,PROD-E00001,2025-07-20 15:20:15,1,14K
CRT-00900,CSTM-00665,PROD-N00001,2025-07-22 23:20:15,2,18K
CRT-00901,CSTM-01495,PROD-S00007,2025-06-29 20:20:15,3,14K
CRT-00902,CSTM-01454,PROD-E00012,2025-07-15 00:20:15,1,14K
CRT-00903,CSTM-00857,PROD-N00001,2025-06-29 06:20:15,1,18K
CRT-00904,CSTM-01599,PROD-N00001,2025-07-24 07:20:15,3,24K
CRT-00905,CSTM-00030,PROD-S00002,2025-07-04 16:20:15,2,14K
CRT-00906,CSTM-00528,PROD-E00005,2025-07-28 13:50:15,1,14K
CRT-00907,CSTM-00571,PROD-N00002,2025-07-05 04:20:15,3,18K
CRT-00908,CSTM-01235,PROD-E00012,2025-07-11 03:20:15,1,24K
CRT-00909,CSTM-01639,PROD-N00011,2025-07-28 14:13:15,2,14K
CRT-00910,CSTM-01767,PROD-R00006,2025-07-24 15:20:15,1,14K
CRT-00911,CSTM-01713,PROD-R00004,2025-07-28 14:13:15,3,18K
CRT-00912,CSTM-00980,PROD-E00001,2025-07-16 16:20:15,3,24K
CRT-00913,CSTM-01694,PROD-S00003,2025-07-11 10:20:15,2,14K
CRT-00914,CSTM-00021,PROD-S00002,2025-07-04 15:20:15,1,14K
CRT-00915,CSTM-00250,PROD-G00002,2025-07-28 13:34:15,3,14K
CRT-00916,CSTM-00669,PROD-R00005,2025-07-28 14:08:15,1,24K
CRT-00917,CSTM-01537,PROD-R00001,2025-07-28 13:36:15,1,24K
CRT-00918,CSTM-01802,PROD-E00011,2025-07-17 17:20:15,2,18K
CRT-00919,CSTM-01668,PROD-E00012,2025-07-07 21:20:15,1,18K
CRT-00920,CSTM-00541,PROD-R00004,2025-07-28 14:08:15,3,14K
CRT-00921,CSTM-00566,PROD-S00002,2025-07-26 18:20:15,3,24K
CRT-00922,CSTM-01567,PROD-G00004,2025-07-28 14:18:15,2,18K
CRT-00923,CSTM-01694,PROD-E00004,2025-07-26 23:20:15,2,14K
CRT-00924,CSTM-01759,PROD-R00002,2025-07-08 04:20:15,1,24K
CRT-00925,CSTM-00819,PROD-N00005,2025-07-18 23:20:15,1,14K
CRT-00926,CSTM-01757,PROD-N00010,2025-07-05 03:20:15,3,14K
CRT-00927,CSTM-01461,PROD-E00003,2025-07-14 17:20:15,3,14K
CRT-00928,CSTM-00932,PROD-N00004,2025-07-01 04:20:15,3,18K
CRT-00929,CSTM-01759,PROD-E00007,2025-07-28 14:08:15,3,14K
CRT-00930,CSTM-00366,PROD-E00006,2025-07-20 23:20:15,1,24K
CRT-00931,CSTM-00575,PROD-E00010,2025-07-28 13:58:15,3,24K
CRT-00932,CSTM-00629,PROD-S00002,2025-07-04 10:20:15,2,18K
CRT-00933,CSTM-00883,PROD-S00008,2025-07-21 01:20:15,1,14K
CRT-00934,CSTM-01015,PROD-S00004,2025-07-28 13:41:15,1,18K
CRT-00935,CSTM-00712,PROD-N00001,2025-07-26 13:20:15,2,24K
CRT-00936,CSTM-01231,PROD-N00006,2025-07-28 13:40:15,1,18K
CRT-00937,CSTM-01711,PROD-E00002,2025-07-14 00:20:15,3,24K
CRT-00938,CSTM-01770,PROD-G00001,2025-07-09 03:20:15,2,14K
CRT-00939,CSTM-01238,PROD-R00003,2025-07-03 00:20:15,1,24K
CRT-00940,CSTM-00993,PROD-E00010,2025-07-15 01:20:15,1,24K
CRT-00941,CSTM-00842,PROD-E00005,2025-07-10 01:20:15,2,14K
CRT-00942,CSTM-00529,PROD-G00005,2025-07-14 04:20:15,2,14K
CRT-00943,CSTM-00727,PROD-N00012,2025-07-28 13:43:15,2,14K
CRT-00944,CSTM-01356,PROD-N00003,2025-07-28 13:38:15,3,24K
CRT-00945,CSTM-00880,PROD-E00001,2025-07-12 17:20:15,2,24K
CRT-00946,CSTM-00636,PROD-R00003,2025-07-22 17:20:15,1,14K
CRT-00947,CSTM-00843,PROD-N00007,2025-07-09 12:20:15,3,18K
CRT-00948,CSTM-01358,PROD-N00004,2025-07-28 13:51:15,3,14K
CRT-00949,CSTM-00037,PROD-S00008,2025-07-10 11:20:15,2,14K
CRT-00950,CSTM-00745,PROD-N00012,2025-07-07 07:20:15,3,14K
CRT-00951,CSTM-01505,PROD-R00005,2025-07-28 14:05:15,3,14K
CRT-00952,CSTM-00037,PROD-G00001,2025-07-28 13:51:15,3,14K
CRT-00953,CSTM-00287,PROD-N00001,2025-07-12 08:20:15,3,24K
CRT-00954,CSTM-00649,PROD-S00003,2025-07-03 09:20:15,3,24K
CRT-00955,CSTM-01232,PROD-R00009,2025-07-14 22:20:15,1,24K
CRT-00956,CSTM-00913,PROD-E00010,2025-07-03 09:20:15,1,24K
CRT-00957,CSTM-00474,PROD-N00006,2025-07-09 13:20:15,2,14K
CRT-00958,CSTM-00270,PROD-E00009,2025-07-04 02:20:15,3,14K
CRT-00959,CSTM-01343,PROD-G00005,2025-07-28 13:25:15,1,18K
CRT-00960,CSTM-00363,PROD-S00005,2025-07-21 01:20:15,3,24K
CRT-00961,CSTM-00234,PROD-N00011,2025-07-19 16:20:15,2,14K
CRT-00962,CSTM-01797,PROD-N00007,2025-07-23 09:20:15,2,18K
CRT-00963,CSTM-01870,PROD-S00005,2025-07-15 21:20:15,1,14K
CRT-00964,CSTM-00025,PROD-N00011,2025-07-28 13:47:15,2,24K
CRT-00965,CSTM-01125,PROD-G00001,2025-07-18 07:20:15,3,18K
CRT-00966,CSTM-00790,PROD-E00011,2025-07-20 21:20:15,3,18K
CRT-00967,CSTM-00799,PROD-N00006,2025-07-06 11:20:15,3,14K
CRT-00968,CSTM-01238,PROD-N00007,2025-07-28 13:44:15,1,24K
CRT-00969,CSTM-00182,PROD-R00002,2025-07-05 12:20:15,3,14K
CRT-00970,CSTM-00189,PROD-N00010,2025-07-14 23:20:15,3,24K
CRT-00971,CSTM-01237,PROD-E00007,2025-07-28 14:17:15,3,24K
CRT-00972,CSTM-01300,PROD-R00005,2025-06-28 18:20:15,3,24K
CRT-00973,CSTM-00107,PROD-G00002,2025-07-11 14:20:15,2,14K
CRT-00974,CSTM-00252,PROD-E00008,2025-07-27 13:20:15,1,18K
CRT-00975,CSTM-01181,PROD-N00010,2025-07-08 07:20:15,1,14K
CRT-00976,CSTM-00400,PROD-R00009,2025-07-26 03:20:15,3,14K
CRT-00977,CSTM-00125,PROD-G00003,2025-07-13 00:20:15,1,18K
CRT-00978,CSTM-01062,PROD-G00003,2025-07-28 13:54:15,1,18K
CRT-00979,CSTM-01398,PROD-N00007,2025-07-16 23:20:15,1,14K
CRT-00980,CSTM-01035,PROD-N00006,2025-07-22 22:20:15,3,18K
CRT-00981,CSTM-01819,PROD-N00012,2025-07-20 00:20:15,1,24K
CRT-00982,CSTM-01669,PROD-S00002,2025-07-20 16:20:15,3,14K
CRT-00983,CSTM-00028,PROD-R00009,2025-07-16 23:20:15,3,14K
CRT-00984,CSTM-01820,PROD-S00005,2025-06-28 16:20:15,3,18K
CRT-00985,CSTM-00758,PROD-R00004,2025-07-26 19:20:15,3,24K
CRT-00986,CSTM-00254,PROD-S00005,2025-07-28 14:12:15,3,18K
CRT-00987,CSTM-01854,PROD-R00002,2025-07-10 23:20:15,1,14K
CRT-00988,CSTM-00674,PROD-G00003,2025-07-02 14:20:15,1,14K
CRT-00989,CSTM-00419,PROD-G00002,2025-07-18 09:20:15,1,18K
CRT-00990,CSTM-00718,PROD-N00010,2025-07-06 18:20:15,1,18K
CRT-00991,CSTM-01051,PROD-N00010,2025-07-02 02:20:15,3,24K
CRT-00992,CSTM-00291,PROD-R00010,2025-06-29 16:20:15,2,24K
CRT-00993,CSTM-01168,PROD-N00006,2025-07-01 12:20:15,1,14K
CRT-00994,CSTM-01239,PROD-E00008,2025-07-20 13:20:15,3,24K
CRT-00995,CSTM-00419,PROD-E00012,2025-07-19 13:20:15,3,24K
CRT-00996,CSTM-01242,PROD-N00003,2025-07-11 02:20:15,3,14K
CRT-00997,CSTM-01570,PROD-S00004,2025-07-19 17:20:15,3,24K
CRT-00998,CSTM-00254,PROD-E00002,2025-07-28 13:39:15,1,18K
CRT-00999,CSTM-00220,PROD-N00005,2025-07-26 12:20:15,3,14K
CRT-01000,CSTM-00301,PROD-N00007,2025-07-02 20:20:15,1,18K
CRT-01001,CSTM-00746,PROD-E00007,2025-07-25 16:20:15,2,18K
CRT-01002,CSTM-00137,PROD-E00008,2025-07-28 14:15:15,2,18K
CRT-01003,CSTM-00162,PROD-G00005,2025-07-01 22:20:15,1,14K
CRT-01004,CSTM-00149,PROD-S00001,2025-07-28 13:48:15,1,14K
CRT-01005,CSTM-00195,PROD-S00003,2025-07-25 05:20:15,3,14K
CRT-01006,CSTM-00528,PROD-E00012,2025-07-11 22:20:15,3,14K
CRT-01007,CSTM-01738,PROD-G00004,2025-07-26 21:20:15,1,14K
CRT-01008,CSTM-01051,PROD-E00003,2025-07-26 18:20:15,1,24K
CRT-01009,CSTM-00442,PROD-G00005,2025-07-19 06:20:15,1,14K
CRT-01010,CSTM-01361,PROD-G00001,2025-07-28 13:34:15,3,18K
CRT-01011,CSTM-00175,PROD-N00002,2025-07-21 00:20:15,1,18K
CRT-01012,CSTM-00321,PROD-G00004,2025-07-15 23:20:15,2,14K
CRT-01013,CSTM-01017,PROD-N00009,2025-07-24 08:20:15,2,24K
CRT-01014,CSTM-00557,PROD-R00006,2025-07-28 06:20:15,2,14K
CRT-01015,CSTM-01105,PROD-S00003,2025-07-28 13:50:15,2,18K
CRT-01016,CSTM-01720,PROD-E00007,2025-07-21 07:20:15,3,18K
CRT-01017,CSTM-00727,PROD-N00001,2025-07-24 07:20:15,1,14K
CRT-01018,CSTM-00315,PROD-R00005,2025-07-17 09:20:15,2,24K
